Date Local,Arithmetic Mean,Arithmetic Mean_temp,Arithmetic Mean_rhdp,Arithmetic Mean_winddirection,Arithmetic Mean_windspeed
2007-09-09,0.029941,69.375,73.791667,243.166667,3.533333
2007-09-10,0.016294,71.958333,64.083333,197.958333,2.879167
2007-09-11,0.015235,75.666667,53.958333,186.916667,2.9625
2007-09-12,0.017118,75.125,54.25,238.041667,2.925
2007-09-13,0.018588,74.666667,55.125,241.208333,2.845833
2007-09-14,0.023941,71.875,55.375,191.083333,3.033333
2007-09-15,0.040176,71.041667,53.583333,158.041667,3.1375
2007-09-16,0.036118,68.666667,65.166667,178.541667,3.466667
2007-09-17,0.024824,65.125,79.25,180.416667,4.0375
2007-09-18,0.030647,65.833333,82.916667,176.0,3.758333
2007-09-19,0.036882,64.125,86.25,199.75,3.75
2007-09-20,0.019235,62.25,68.666667,199.916667,4.008333
2007-09-21,0.025118,64.416667,65.166667,130.708333,4.091667
2007-09-22,0.024706,60.208333,92.625,138.166667,3.908333
2007-09-23,0.030941,62.25,83.791667,190.083333,3.533333
2007-09-24,0.019647,66.375,77.375,185.416667,3.454167
2007-09-25,0.018529,70.666667,69.625,196.333333,3.0875
2007-09-26,0.025706,73.75,57.041667,184.041667,3.125
2007-09-27,0.025412,70.75,64.625,206.541667,3.1625
2007-09-28,0.020941,62.625,91.583333,208.208333,3.183333
2007-09-29,0.034647,64.958333,77.791667,180.666667,3.0625
2007-09-30,0.030235,74.041667,46.75,118.875,3.6375
2007-10-01,0.016412,69.833333,65.416667,182.666667,2.954167
2007-10-02,0.014,72.833333,60.916667,152.708333,3.095833
2007-10-03,0.018529,72.0,58.916667,179.25,3.0625
2007-10-04,0.032941,65.833333,74.0,175.833333,3.208333
2007-10-05,0.022765,61.083333,72.833333,189.833333,4.3625
2007-10-06,0.034647,61.416667,46.75,123.333333,4.120833
2007-10-07,0.046412,69.75,24.916667,116.75,4.8
2007-10-08,0.022,71.458333,23.583333,119.75,4.95
2007-10-09,0.012941,67.041667,41.166667,180.083333,3.716667
2007-10-10,0.015118,61.416667,74.166667,182.541667,3.204167
2007-10-11,0.014235,62.708333,80.25,167.583333,3.316667
2007-10-12,0.024529,61.166667,82.25,180.083333,3.5375
2007-10-13,0.013,60.875,91.583333,176.291667,3.504167
2007-10-14,0.020471,62.375,89.125,196.083333,3.1375
2007-10-15,0.012059,58.0,98.208333,213.166667,2.883333
2007-10-16,0.016412,59.125,89.583333,191.0,3.429167
2007-10-17,0.011412,60.25,86.833333,131.625,3.758333
2007-10-18,0.024294,66.666667,68.083333,142.833333,3.279167
2007-10-19,0.013706,75.5,41.333333,144.666667,3.354167
2007-10-20,0.019765,66.583333,73.666667,195.166667,2.95
2007-10-21,0.030706,68.875,45.083333,147.75,4.154167
2007-10-22,0.023471,71.125,23.125,140.333333,3.433333
2007-10-23,0.022941,76.958333,27.583333,146.0,4.333333
2007-10-24,0.026786,81.791667,24.625,102.125,4.116667
2007-10-25,0.013294,77.458333,29.875,128.791667,3.833333
2007-10-26,0.026353,68.666667,52.416667,182.666667,3.025
2007-10-27,0.005647,67.041667,66.041667,163.75,2.879167
2007-10-28,0.020294,74.875,47.25,176.625,2.770833
2007-10-29,0.008882,68.875,59.416667,187.666667,3.25
2007-10-30,0.008647,62.0,85.833333,159.25,3.033333
2007-10-31,0.009765,63.291667,81.791667,206.458333,2.879167
2007-11-01,0.008647,59.5,90.916667,202.791667,2.95
2007-11-02,0.007118,61.25,87.0,157.708333,3.0625
2007-11-03,0.010765,63.666667,81.0,206.083333,2.616667
2007-11-04,0.012412,59.708333,90.958333,207.25,2.6125
2007-11-05,0.006235,57.625,94.75,197.583333,2.8125
2007-11-06,0.005941,56.791667,94.166667,173.916667,2.8
2007-11-07,0.008471,57.208333,94.875,238.708333,2.875
2007-11-08,0.003471,56.833333,96.875,186.541667,3.120833
2007-11-09,0.012118,58.041667,92.291667,248.791667,2.845833
2007-11-10,0.015765,57.5,84.416667,156.958333,3.1125
2007-11-11,0.018765,56.791667,89.291667,171.375,3.141667
2007-11-12,0.025529,64.791667,66.833333,155.041667,3.420833
2007-11-13,0.023588,73.541667,35.166667,115.166667,3.616667
2007-11-14,0.019941,75.791667,32.208333,115.791667,4.004167
2007-11-15,0.008118,74.333333,36.791667,131.833333,3.245833
2007-11-16,0.005353,61.5,79.5,242.625,2.958333
2007-11-17,0.010647,59.416667,86.375,131.166667,2.975
2007-11-18,0.011059,56.375,94.083333,221.958333,2.233333
2007-11-19,0.003882,56.75,86.291667,203.75,2.1125
2007-11-20,0.008588,54.916667,89.833333,217.333333,2.841667
2007-11-21,0.007176,55.625,81.875,203.375,2.525
2007-11-22,0.035412,54.5,83.875,178.166667,3.283333
2007-11-23,0.030412,58.208333,62.375,160.666667,3.6
2007-11-24,0.025824,62.291667,23.666667,131.458333,4.475
2007-11-25,0.028824,60.291667,24.291667,103.833333,3.866667
2007-11-26,0.029176,62.875,23.041667,126.041667,4.225
2007-11-27,0.005118,62.125,23.833333,111.375,3.25
2007-11-28,0.009765,62.791667,24.75,97.208333,3.829167
2007-11-29,0.009059,63.041667,23.458333,121.0,3.404167
2007-11-30,0.001118,55.166667,80.791667,124.083333,3.2875
2007-12-01,0.023118,51.208333,83.291667,147.166667,3.966667
2007-12-02,0.025529,51.625,68.458333,84.125,5.170833
2007-12-03,0.015059,61.25,44.75,90.166667,3.9375
2007-12-04,0.020588,67.708333,30.375,84.458333,4.258333
2007-12-05,0.006647,65.666667,43.958333,155.833333,3.758333
2007-12-06,0.023294,56.125,88.041667,139.0,3.325
2007-12-07,0.021588,52.583333,97.458333,216.208333,4.404167
2007-12-08,0.029353,49.666667,84.666667,121.0,4.333333
2007-12-09,0.032706,51.833333,63.291667,119.333333,5.2375
2007-12-10,0.015706,52.75,45.875,116.25,4.758333
2007-12-11,0.029471,52.0,46.583333,132.541667,5.233333
2007-12-12,0.018882,52.166667,39.25,90.625,4.483333
2007-12-13,0.013235,53.083333,40.208333,90.25,4.658333
2007-12-14,0.015235,52.041667,48.708333,98.958333,3.391667
2007-12-15,0.020412,56.0,37.083333,71.791667,4.3375
2007-12-16,0.017412,56.166667,42.875,109.375,3.283333
2007-12-17,0.009824,52.625,69.333333,123.291667,3.570833
2007-12-18,0.013118,51.333333,99.416667,114.75,2.4125
2007-12-19,0.012867,54.541667,97.416667,167.333333,3.179167
2007-12-20,0.020118,51.375,96.958333,141.458333,3.020833
2007-12-21,0.017294,51.0,55.958333,142.416667,4.370833
2007-12-22,0.027824,52.375,39.916667,90.083333,4.870833
2007-12-23,0.033765,60.291667,35.5,85.958333,4.541667
2007-12-24,0.017294,62.291667,45.125,91.125,4.270833
2007-12-25,0.035529,55.333333,43.25,148.333333,3.5375
2007-12-26,0.036235,51.291667,34.416667,152.666667,5.525
2007-12-27,0.020765,47.958333,27.583333,97.25,5.820833
2007-12-28,0.012412,47.875,36.125,120.75,4.075
2007-12-29,0.008176,48.875,67.25,88.708333,3.8625
2007-12-30,0.013706,50.416667,86.125,117.708333,3.179167
2007-12-31,0.029583,57.875,48.75,99.458333,4.445833
2008-01-02,0.022765,61.583333,21.541667,80.705882,4.688235
2008-01-03,0.016765,57.958333,32.0,95.416667,3.533333
2008-01-04,0.024235,51.416667,84.666667,52.333333,4.691667
2008-01-05,0.018412,53.0,98.833333,227.791667,3.795833
2008-01-06,0.034294,48.5,98.625,142.208333,5.4875
2008-01-07,0.012882,50.833333,87.291667,125.333333,4.158333
2008-01-08,0.004706,51.0,83.25,114.875,4.079167
2008-01-09,0.0102,49.708333,89.833333,75.541667,3.833333
2008-01-10,0.004647,53.0,82.875,150.291667,2.820833
2008-01-11,0.008,57.125,69.291667,165.958333,2.9625
2008-01-12,0.019765,62.625,42.791667,120.166667,3.475
2008-01-13,0.031412,61.541667,41.333333,114.125,4.225
2008-01-14,0.019294,60.833333,31.083333,92.958333,4.483333
2008-01-15,0.008,58.541667,35.708333,101.666667,4.1875
2008-01-16,0.030294,53.958333,45.458333,123.958333,4.795833
2008-01-17,0.019647,52.083333,27.333333,140.166667,3.825
2008-01-18,0.013059,52.791667,42.041667,125.666667,4.5375
2008-01-19,0.018059,55.041667,40.416667,102.958333,5.245833
2008-01-20,0.028706,52.083333,62.208333,140.0,3.679167
2008-01-21,0.024412,48.25,83.958333,134.833333,3.35
2008-01-22,0.012545,49.916667,82.5,98.958333,3.7875
2008-01-23,0.020412,48.083333,85.041667,133.722222,4.677778
2008-01-24,0.026412,45.875,93.666667,101.85,4.365
2008-01-25,0.026571,50.041667,90.041667,55.636364,4.609091
2008-01-26,0.029059,55.791667,65.0,78.875,6.033333
2008-01-27,0.035235,53.125,96.916667,181.791667,4.729167
2008-01-28,0.019706,49.666667,89.875,203.125,5.2
2008-01-29,0.019588,49.208333,77.541667,131.958333,4.304167
2008-01-30,0.024882,49.708333,72.5,68.375,4.620833
2008-01-31,0.016412,52.208333,50.666667,106.375,3.945833
2008-02-01,0.014647,50.041667,79.458333,128.333333,3.470833
2008-02-02,0.018882,51.083333,82.625,186.5,2.770833
2008-02-03,0.022529,47.166667,97.75,134.130435,4.891304
2008-02-04,0.031529,49.166667,66.0,111.166667,4.3375
2008-02-05,0.016529,50.916667,40.75,123.666667,4.2625
2008-02-06,0.007706,51.166667,57.166667,80.818182,2.754545
2008-02-07,0.007529,56.041667,59.791667,148.5,3.15
2008-02-08,0.026529,63.25,46.375,125.625,3.766667
2008-02-09,0.034882,68.166667,26.541667,89.083333,5.375
2008-02-10,0.031176,67.333333,31.208333,103.041667,4.520833
2008-02-11,0.017471,65.583333,38.291667,132.416667,3.466667
2008-02-12,0.012176,67.375,37.833333,142.791667,3.9375
2008-02-13,0.027706,55.833333,76.625,185.208333,3.645833
2008-02-14,0.035,52.75,53.416667,128.833333,4.754167
2008-02-15,0.024647,55.416667,32.291667,177.25,4.508333
2008-02-16,0.023529,53.291667,62.583333,162.541667,3.695833
2008-02-17,0.025235,52.75,80.666667,151.291667,3.241667
2008-02-18,0.014118,53.208333,89.208333,210.125,3.325
2008-02-19,0.011765,51.625,97.208333,161.5,2.708333
2008-02-20,0.018588,51.041667,97.708333,161.25,4.3
2008-02-21,0.032588,50.5,88.125,81.166667,4.983333
2008-02-22,0.020882,50.083333,98.375,146.541667,5.233333
2008-02-23,0.028941,51.25,82.416667,95.708333,5.845833
2008-02-24,0.030706,50.25,95.5,118.125,4.2875
2008-02-25,0.023882,55.333333,76.208333,102.708333,4.85
2008-02-26,0.034824,65.166667,40.625,132.416667,4.983333
2008-02-27,0.023647,67.458333,38.958333,115.666667,4.120833
2008-02-28,0.014824,61.166667,63.166667,186.416667,3.458333
2008-02-29,0.019353,55.708333,91.0,247.208333,3.579167
2008-03-01,0.024706,52.333333,99.0,220.583333,2.854167
2008-03-02,0.041,56.625,69.5,127.375,4.45
2008-03-03,0.024824,59.666667,34.25,138.958333,4.041667
2008-03-04,0.020588,60.791667,37.625,141.083333,4.333333
2008-03-05,0.031353,57.25,60.416667,130.583333,3.716667
2008-03-06,0.022412,60.75,34.958333,158.875,4.591667
2008-03-07,0.025588,63.416667,37.458333,138.375,3.683333
2008-03-08,0.032941,61.166667,52.0,143.083333,3.616667
2008-03-09,0.054,62.916667,52.708333,175.708333,3.708333
2008-03-10,0.032647,67.875,28.375,134.666667,5.0875
2008-03-11,0.02,67.416667,38.75,135.666667,3.291667
2008-03-12,0.014824,64.458333,54.625,159.958333,3.141667
2008-03-13,0.021529,61.25,81.708333,180.0,3.320833
2008-03-14,0.027118,57.416667,81.0,106.458333,4.304167
2008-03-15,0.035765,50.666667,72.75,105.541667,5.883333
2008-03-16,0.041,52.5,57.5,133.375,4.1875
2008-03-17,0.029235,59.166667,28.708333,130.75,6.5625
2008-03-18,0.020471,59.208333,49.458333,161.958333,3.566667
2008-03-19,0.019059,56.625,78.75,204.916667,3.466667
2008-03-20,0.022706,56.666667,79.708333,176.958333,3.283333
2008-03-21,0.026176,65.291667,48.666667,144.125,3.433333
2008-03-22,0.045529,71.083333,28.333333,118.958333,3.729167
2008-03-23,0.052353,73.625,19.708333,140.458333,4.875
2008-03-24,0.032529,71.375,27.166667,178.291667,4.008333
2008-03-25,0.027882,62.958333,59.166667,194.083333,3.5
2008-03-26,0.025118,60.958333,77.583333,206.583333,3.35
2008-03-27,0.023765,59.583333,73.333333,192.458333,3.383333
2008-03-28,0.034353,58.083333,71.375,189.125,3.7875
2008-03-29,0.036118,55.5,85.0,153.625,4.05
2008-03-30,0.030471,52.041667,87.166667,229.625,4.120833
2008-03-31,0.028,53.916667,76.833333,152.541667,3.716667
2008-04-01,0.023647,53.916667,82.458333,166.583333,3.720833
2008-04-02,0.024059,53.208333,81.625,160.304348,3.926087
2008-04-03,0.008529,55.833333,91.333333,203.833333,2.916667
2008-04-04,0.021647,58.333333,85.333333,197.916667,3.716667
2008-04-05,0.035059,56.333333,88.583333,190.25,3.575
2008-04-06,0.035294,55.958333,88.791667,253.75,3.8375
2008-04-07,0.030412,57.0,81.541667,221.666667,3.683333
2008-04-08,0.035647,54.083333,81.625,189.75,4.520833
2008-04-09,0.034235,55.333333,70.5,157.25,4.195833
2008-04-10,0.030412,61.375,56.458333,139.291667,4.658333
2008-04-11,0.047176,70.375,37.833333,148.25,4.583333
2008-04-12,0.047941,77.0,21.041667,112.458333,5.854167
2008-04-13,0.056294,79.791667,19.375,99.708333,5.791667
2008-04-14,0.033,73.0,38.75,180.375,4.658333
2008-04-15,0.029353,57.708333,75.958333,235.083333,3.9375
2008-04-16,0.032824,59.333333,72.333333,245.666667,3.75
2008-04-17,0.045294,68.583333,39.166667,145.833333,4.329167
2008-04-18,0.043412,68.541667,41.166667,184.217391,3.878261
2008-04-19,0.053,56.25,79.083333,207.625,4.275
2008-04-20,0.046353,55.333333,74.791667,220.208333,4.0875
2008-04-21,0.036059,57.041667,69.833333,165.166667,3.870833
2008-04-22,0.038471,59.541667,64.875,189.75,3.679167
2008-04-23,0.034765,57.375,74.0,200.956522,3.765217
2008-04-24,0.032471,60.25,70.291667,179.125,3.425
2008-04-25,0.050824,71.25,35.333333,145.125,4.0125
2008-04-26,0.059765,79.166667,24.5,129.458333,5.025
2008-04-27,0.064765,81.25,22.583333,131.916667,5.275
2008-04-28,0.051706,81.041667,20.541667,112.583333,4.6625
2008-04-29,0.042941,67.875,56.125,214.333333,4.070833
2008-04-30,0.037471,58.291667,83.375,254.875,3.904167
2008-05-01,0.041,61.875,63.583333,158.333333,4.6875
2008-05-02,0.048235,68.958333,41.833333,176.083333,3.820833
2008-05-03,0.054353,67.583333,47.708333,172.25,3.541667
2008-05-04,0.052824,60.458333,72.583333,161.666667,4.229167
2008-05-05,0.036235,58.333333,79.666667,225.958333,4.541667
2008-05-06,0.034824,57.458333,87.041667,225.666667,3.720833
2008-05-07,0.027471,55.416667,97.625,281.583333,3.4
2008-05-08,0.032059,60.166667,82.375,260.583333,3.7125
2008-05-09,0.031059,57.583333,91.458333,216.958333,3.395833
2008-05-10,0.039882,61.291667,85.166667,259.833333,3.716667
2008-05-11,0.053353,60.125,87.458333,233.791667,3.825
2008-05-12,0.034412,55.625,98.041667,260.208333,3.283333
2008-05-13,0.0246,63.708333,72.666667,223.541667,3.75
2008-05-14,0.038059,69.333333,53.583333,193.916667,3.6375
2008-05-15,0.024273,76.0,51.75,230.25,3.883333
2008-05-16,0.039706,79.958333,47.833333,203.208333,3.895833
2008-05-17,0.058588,84.208333,31.833333,175.708333,3.895833
2008-05-18,0.07,83.583333,43.041667,172.083333,3.8625
2008-05-19,0.035471,79.625,55.125,188.875,3.6375
2008-05-20,0.029882,67.291667,83.041667,239.291667,4.375
2008-05-21,0.038353,65.916667,72.125,197.916667,5.35
2008-05-22,0.031647,58.708333,90.458333,206.583333,3.3625
2008-05-23,0.028471,52.75,98.291667,104.791667,3.858333
2008-05-24,0.038765,55.916667,78.5,202.458333,3.058333
2008-05-25,0.034176,55.666667,77.25,171.583333,4.545833
2008-05-26,0.030529,57.375,79.291667,180.208333,3.820833
2008-05-27,0.023846,60.416667,75.333333,177.666667,4.258333
2008-05-28,0.025588,62.291667,70.083333,165.291667,3.8625
2008-05-29,0.025765,63.791667,67.791667,176.708333,3.8625
2008-05-30,0.028529,65.875,64.541667,211.416667,3.866667
2008-05-31,0.036235,64.25,73.833333,249.708333,3.679167
2008-06-01,0.044765,65.583333,72.875,243.125,3.558333
2008-06-02,0.030059,65.541667,75.958333,239.333333,3.866667
2008-06-03,0.037,63.208333,84.916667,249.75,3.5375
2008-06-04,0.025765,59.291667,94.375,249.875,3.320833
2008-06-05,0.033765,67.041667,71.125,202.041667,3.608333
2008-06-06,0.046059,71.5,62.75,198.333333,3.679167
2008-06-07,0.043412,67.541667,76.708333,261.791667,4.516667
2008-06-08,0.05,68.041667,80.083333,241.833333,4.058333
2008-06-09,0.042412,70.208333,78.583333,243.5,4.083333
2008-06-10,0.044294,67.833333,83.75,205.666667,3.979167
2008-06-11,0.047765,67.166667,82.375,258.666667,4.266667
2008-06-12,0.035824,68.0,81.75,220.625,4.008333
2008-06-13,0.033941,68.833333,80.541667,254.75,3.925
2008-06-14,0.046118,70.083333,77.041667,255.791667,3.495833
2008-06-15,0.056471,73.708333,68.958333,244.541667,3.304167
2008-06-16,0.039706,75.166667,65.25,243.916667,3.641667
2008-06-17,0.044706,77.125,60.083333,272.583333,3.341667
2008-06-18,0.045471,79.75,54.125,216.75,3.525
2008-06-19,0.049471,81.833333,53.583333,216.875,3.533333
2008-06-20,0.053765,86.083333,46.208333,210.541667,3.3625
2008-06-21,0.056824,87.875,43.666667,219.041667,3.716667
2008-06-22,0.054176,84.75,46.666667,216.208333,3.575
2008-06-23,0.039647,78.5,53.416667,227.75,3.675
2008-06-24,0.032588,72.666667,71.375,254.375,3.9625
2008-06-25,0.039588,70.458333,83.0,244.458333,4.266667
2008-06-26,0.040176,70.166667,81.291667,236.916667,4.266667
2008-06-27,0.04,70.208333,81.25,207.791667,4.3375
2008-06-28,0.047706,70.583333,77.958333,251.75,3.716667
2008-06-29,0.042176,73.833333,70.75,254.958333,3.6125
2008-06-30,0.025235,76.041667,63.125,258.916667,3.383333
2008-07-01,0.029471,76.208333,62.75,252.583333,3.65
2008-07-02,0.036765,76.291667,66.083333,268.083333,3.320833
2008-07-03,0.047765,76.875,66.958333,261.25,3.683333
2008-07-04,0.056882,79.583333,59.625,220.041667,3.65
2008-07-05,0.052529,78.333333,65.625,238.833333,3.795833
2008-07-06,0.055824,73.75,76.958333,238.708333,4.120833
2008-07-07,0.045176,73.666667,78.875,271.625,4.1625
2008-07-08,0.037882,73.166667,79.416667,258.291667,4.216667
2008-07-09,0.027353,70.291667,86.541667,247.625,4.370833
2008-07-10,0.026765,72.125,82.875,236.416667,4.1125
2008-07-11,0.020824,74.0,76.333333,244.666667,4.158333
2008-07-12,0.032588,75.166667,78.291667,249.791667,3.9
2008-07-13,0.028824,74.25,81.833333,256.166667,3.2375
2008-07-14,0.025412,74.875,71.791667,255.875,3.683333
2008-07-15,0.025471,76.208333,66.291667,247.041667,3.7125
2008-07-16,0.028118,76.791667,69.291667,252.291667,3.716667
2008-07-17,0.033941,75.083333,75.583333,249.708333,4.008333
2008-07-18,0.033235,73.041667,83.375,254.041667,3.875
2008-07-19,0.042412,70.125,87.625,254.541667,4.375
2008-07-20,0.039471,69.25,85.041667,245.625,4.375
2008-07-21,0.030706,72.333333,75.958333,264.0,3.825
2008-07-22,0.040471,72.25,79.208333,261.541667,4.045833
2008-07-23,0.033765,71.958333,74.541667,208.916667,4.05
2008-07-24,0.033824,72.291667,72.875,254.791667,3.6
2008-07-25,0.030529,74.625,75.958333,258.958333,3.495833
2008-07-26,0.033176,75.875,76.666667,260.791667,4.208333
2008-07-27,0.034882,72.208333,83.083333,247.416667,4.441667
2008-07-28,0.029824,70.916667,83.041667,239.625,4.183333
2008-07-29,0.026,71.125,82.375,247.625,3.833333
2008-07-30,0.032,72.833333,80.416667,240.708333,3.679167
2008-07-31,0.037813,73.541667,79.875,214.416667,3.825
2008-08-01,0.043294,73.708333,69.6875,257.708333,3.458333
2008-08-02,0.048588,74.208333,71.5625,243.791667,3.970833
2008-08-03,0.043118,75.125,70.647059,260.583333,3.3625
2008-08-04,0.029235,78.791667,72.458333,257.625,3.641667
2008-08-05,0.023353,77.833333,62.631579,248.708333,3.970833
2008-08-06,0.011,78.583333,66.333333,262.166667,3.604167
2008-08-07,0.026438,79.583333,62.625,229.416667,3.35
2008-08-08,0.024235,77.25,68.333333,257.625,3.7125
2008-08-09,0.028176,75.458333,67.375,259.0,3.566667
2008-08-10,0.033294,75.208333,65.625,245.708333,3.5375
2008-08-11,0.028588,72.458333,74.047619,258.875,3.679167
2008-08-12,0.033412,72.208333,65.6,246.125,3.6125
2008-08-13,0.045529,74.458333,64.176471,241.041667,3.358333
2008-08-14,0.047353,77.916667,61.647059,235.913043,3.656522
2008-08-15,0.026,76.666667,71.761905,255.458333,3.791667
2008-08-16,0.038,74.5,67.235294,254.791667,3.825
2008-08-17,0.038235,73.791667,68.352941,256.25,3.754167
2008-08-18,0.021706,72.208333,66.714286,256.0,3.6125
2008-08-19,0.019765,71.0,66.714286,259.208333,3.75
2008-08-20,0.027588,72.041667,70.263158,241.833333,3.575
2008-08-21,0.024529,72.25,75.352941,250.291667,3.975
2008-08-22,0.027824,72.541667,76.058824,238.0,3.908333
2008-08-23,0.035941,72.833333,71.214286,244.333333,3.5
2008-08-24,0.043882,76.625,62.0,231.458333,3.175
2008-08-25,0.026353,77.916667,74.869565,242.083333,3.525
2008-08-26,0.031059,76.625,73.588235,243.625,3.7625
2008-08-27,0.033059,73.75,71.285714,246.291667,3.683333
2008-08-28,0.030706,71.708333,77.285714,258.0,3.608333
2008-08-29,0.026176,75.958333,71.529412,231.375,3.608333
2008-08-30,0.037706,77.75,75.541667,231.791667,3.758333
2008-08-31,0.031235,74.791667,70.066667,233.416667,3.645833
2008-09-01,0.029235,73.666667,75.9375,213.708333,3.7125
2008-09-02,0.025647,76.0,67.866667,249.333333,3.491667
2008-09-03,0.028882,78.458333,54.0,225.166667,3.3125
2008-09-04,0.028176,78.416667,58.956522,207.416667,3.233333
2008-09-05,0.025882,77.916667,62.26087,213.666667,3.283333
2008-09-06,0.040059,76.958333,70.454545,239.166667,3.204167
2008-09-07,0.041118,75.041667,68.375,256.416667,3.495833
2008-09-08,0.032059,71.625,71.538462,260.166667,3.979167
2008-09-09,0.032588,71.541667,61.666667,257.791667,3.316667
2008-09-10,0.030471,69.833333,75.444444,207.333333,4.366667
2008-09-11,0.027176,66.416667,83.066667,260.625,3.579167
2008-09-12,0.025706,65.916667,88.083333,215.708333,3.254167
2008-09-13,0.046412,68.416667,78.428571,189.791667,4.233333
2008-09-14,0.041529,68.541667,78.133333,253.25,2.916667
2008-09-15,0.025824,75.791667,59.055556,171.541667,2.8375
2008-09-16,0.024647,73.333333,77.083333,221.166667,3.9625
2008-09-17,0.024824,72.5,82.958333,262.75,3.208333
2008-09-18,0.024882,73.791667,76.375,245.5,3.029167
2008-09-19,0.016294,72.916667,65.875,231.086957,3.3
2008-09-20,0.030588,68.208333,75.458333,224.458333,3.145833
2008-09-21,0.032176,66.0,78.916667,170.0,3.541667
2008-09-22,0.027353,67.208333,82.333333,182.083333,3.3875
2008-09-23,0.025,72.333333,75.875,221.958333,2.770833
2008-09-24,0.023353,76.666667,65.0,196.333333,2.991667
2008-09-25,0.014059,78.625,57.041667,206.333333,3.3125
2008-09-26,0.015294,75.333333,72.791667,215.625,2.958333
2008-09-27,0.030647,74.208333,76.583333,234.166667,3.129167
2008-09-28,0.027824,72.833333,76.5,241.666667,2.945833
2008-09-29,0.010118,74.708333,71.916667,216.458333,3.204167
2008-09-30,0.033077,84.375,47.416667,164.416667,3.133333
2008-10-01,0.028588,86.458333,39.541667,178.458333,3.820833
2008-10-02,0.026765,76.666667,58.708333,184.708333,3.433333
2008-10-03,0.020714,67.125,85.583333,213.833333,3.4625
2008-10-04,0.016765,61.291667,98.541667,224.625,2.8875
2008-10-05,0.026588,65.208333,86.291667,185.666667,3.25
2008-10-06,0.028941,73.166667,61.875,160.875,3.170833
2008-10-07,0.037882,81.583333,31.5,125.416667,3.8625
2008-10-08,0.025,83.333333,29.958333,130.416667,4.3375
2008-10-09,0.033,71.125,64.375,179.782609,3.543478
2008-10-10,0.040471,64.583333,70.333333,207.045455,4.295455
2008-10-11,0.032412,59.625,30.541667,144.416667,4.445833
2008-10-12,0.025412,60.916667,29.5,170.833333,3.6875
2008-10-13,0.021118,63.541667,28.916667,197.791667,3.895833
2008-10-14,0.030176,70.208333,27.041667,146.136364,3.309091
2008-10-15,0.028529,77.625,25.583333,110.304348,4.256522
2008-10-16,0.023706,77.458333,27.666667,130.826087,4.073913
2008-10-17,0.016765,77.958333,27.875,144.47619,3.371429
2008-10-18,0.024529,67.75,55.916667,200.25,3.5375
2008-10-19,0.027353,63.833333,80.041667,227.083333,2.883333
2008-10-20,0.014529,62.125,86.416667,221.833333,2.695833
2008-10-21,0.015,68.916667,68.75,219.782609,2.465217
2008-10-22,0.035765,77.5,33.375,137.208333,4.004167
2008-10-23,0.025846,77.083333,15.958333,121.916667,4.066667
2008-10-24,0.015824,75.416667,22.041667,135.791667,3.5375
2008-10-25,0.020824,72.458333,33.416667,165.708333,2.766667
2008-10-26,0.034824,70.541667,45.791667,173.958333,2.579167
2008-10-27,0.021059,74.833333,37.166667,174.0,2.5125
2008-10-28,0.017765,79.666667,27.0,165.291667,3.066667
2008-10-29,0.032706,76.208333,37.166667,170.0,2.9875
2008-10-30,0.017353,71.875,44.666667,169.958333,3.533333
2008-10-31,0.009824,70.916667,59.625,120.916667,4.333333
2008-11-01,0.007,68.333333,66.375,151.833333,3.033333
2008-11-02,0.021706,62.5,92.041667,196.625,3.391667
2008-11-03,0.016706,60.583333,88.166667,193.708333,4.158333
2008-11-04,0.017529,58.958333,88.041667,153.375,3.429167
2008-11-05,0.026412,60.708333,60.083333,95.583333,5.2625
2008-11-06,0.016235,66.291667,33.0,113.125,3.833333
2008-11-07,0.020235,71.875,38.041667,117.958333,4.075
2008-11-08,0.016588,70.75,39.791667,120.916667,4.333333
2008-11-09,0.025824,58.708333,70.916667,194.25,5.091667
2008-11-10,0.012765,57.333333,74.541667,115.833333,4.15
2008-11-11,0.009529,59.541667,74.166667,144.0,3.241667
2008-11-12,0.008941,64.75,60.958333,190.791667,2.925
2008-11-13,0.005,68.958333,57.833333,163.375,2.8875
2008-11-14,0.011529,74.083333,45.625,172.375,3.1375
2008-11-15,0.032059,74.833333,26.583333,169.73913,3.952174
2008-11-16,0.056882,74.625,22.375,94.391304,4.891304
2008-11-17,0.025294,75.833333,22.041667,93.347826,4.334783
2008-11-18,0.013412,74.791667,25.75,134.875,3.1125
2008-11-19,0.007118,71.166667,35.958333,146.041667,2.916667
2008-11-20,0.008118,66.291667,55.291667,186.583333,2.629167
2008-11-21,0.018471,71.875,33.791667,137.166667,3.6875
2008-11-22,0.011412,68.041667,43.714286,159.208333,3.241667
2008-11-23,0.015706,56.083333,93.736842,239.5,2.45
2008-11-24,0.006941,62.0,75.958333,164.952381,2.838095
2008-11-25,0.008118,61.458333,78.7,160.304348,3.473913
2008-11-26,0.014412,58.333333,96.533333,124.608696,3.995652
2008-11-27,0.015647,58.208333,90.4375,130.52381,2.757143
2008-11-28,0.013412,56.782609,90.608696,101.090909,3.427273
2008-11-29,0.009176,59.125,83.636364,190.956522,2.821739
2008-11-30,0.021706,63.833333,68.416667,138.478261,3.017391
2008-12-01,0.003765,67.666667,56.125,163.952381,4.0
2008-12-02,0.003588,54.166667,98.625,183.375,2.6625
2008-12-03,0.006176,56.375,83.166667,139.583333,3.279167
